500 104343
119 275 8.3
119 276 5.1
119 277 6.0
119 278 5.2
119 283 3.6
119 284 5.6
119 286 2.2
119 290 3.8
119 292 8.6
119 293 8.4
119 295 8.9
119 296 5.0
119 298 5.9
119 302 4.6
119 303 9.6
119 304 4.7
119 308 4.0
119 312 1.3
119 313 8.1
119 314 7.3
119 315 9.4
119 316 4.6
119 317 7.8
119 318 3.1
119 319 3.1
119 320 5.6
119 322 9.0
119 323 1.1
119 325 5.9
119 326 4.3
119 327 3.8
119 328 7.8
119 330 2.5
119 331 6.0
119 332 6.4
119 335 7.3
119 336 8.0
119 337 2.9
119 338 7.9
119 339 4.7
119 342 9.8
119 343 6.0
119 347 6.9
119 348 2.7
119 349 2.8
119 350 5.7
119 351 3.2
119 352 2.8
119 353 8.5
119 354 8.1
119 357 1.0
119 359 5.0
119 360 8.3
119 361 4.6
119 362 4.0
119 364 3.3
119 365 5.9
119 366 3.9
119 367 8.2
119 369 5.3
119 370 4.6
119 371 1.5
119 372 3.5
119 377 8.3
119 378 9.3
119 380 4.2
119 381 2.0
119 382 4.5
119 383 6.7
119 384 10.0
119 385 9.8
119 386 5.4
119 387 9.3
119 388 8.5
119 391 8.0
119 392 9.2
119 393 4.1
119 394 6.5
119 395 1.3
119 397 8.7
119 398 1.4
119 400 1.9
119 401 5.0
119 402 3.9
119 405 9.4
119 408 7.3
119 410 6.4
119 411 4.1
119 413 4.2
119 415 2.4
119 423 4.4
119 424 6.6
119 426 1.5
119 429 6.9
119 430 2.6
119 432 8.7
119 439 6.6
119 441 3.6
119 442 3.4
119 444 1.3
119 445 8.2
119 446 4.5
119 447 2.8
119 449 9.5
119 452 4.3
119 455 3.5
119 458 2.4
119 459 3.9
119 461 6.4
119 463 2.4
119 464 9.7
119 465 9.4
119 468 4.9
119 470 7.1
119 471 2.3
119 473 8.9
119 475 7.7
119 476 4.4
119 479 4.7
119 480 8.8
119 481 2.3
119 482 2.4
119 485 5.5
119 486 8.8
119 490 5.0
119 492 5.2
119 494 1.4
119 496 9.7
119 497 6.8
119 498 4.1
119 499 3.3
119 500 9.9
120 2 3.7
120 7 1.7
120 8 1.9
120 18 1.1
120 20 1.2
120 21 5.7
120 25 9.5
120 27 1.8
120 36 6.8
120 37 6.3
120 38 5.0
120 46 7.9
120 48 3.2
120 49 1.0
120 50 6.2
120 52 9.3
120 54 2.5
120 63 7.3
120 66 4.4
120 68 1.5
120 79 4.9
120 82 6.8
120 83 1.6
120 85 9.8
120 112 7.2
120 116 6.9
120 118 1.9
120 121 6.1
120 122 5.9
120 123 5.6
120 125 5.1
120 126 2.6
120 128 3.9
120 129 3.4
120 130 2.9
120 132 7.9
120 133 4.8
120 134 7.7
120 135 9.4
120 136 2.1
120 138 1.2
120 139 3.5
120 140 8.5
120 142 8.9
120 143 8.5
120 144 4.9
120 145 5.9
120 146 7.3
120 149 9.8
120 151 3.6
120 152 4.5
120 157 6.4
120 158 2.4
120 159 1.4
120 160 1.6
120 161 3.0
120 163 9.0
120 166 6.2
120 167 8.7
120 168 9.7
120 169 6.2
120 170 6.8
120 171 5.3
120 172 9.1
120 180 7.9
120 182 1.7
120 185 3.2
120 186 6.5
120 188 6.5
120 189 4.4
120 190 5.8
120 194 7.1
120 195 2.5
120 196 3.8
120 199 1.3
120 200 6.9
120 201 1.9
120 202 7.2
120 203 9.4
120 204 9.7
120 206 4.0
120 209 8.4
120 212 5.1
120 214 5.4
120 216 7.6
120 217 6.2
120 218 4.2
120 220 7.6
120 223 1.0
120 224 7.1
120 225 9.8
120 230 1.4
120 231 3.5
120 232 6.6
120 233 2.2
120 237 1.4
120 238 9.6
120 239 8.6
120 240 7.7
120 242 4.6
120 244 7.0
120 245 4.4
120 249 3.8
120 251 1.4
120 253 6.0
120 254 8.4
120 255 9.6
120 256 5.6
120 257 2.2
120 259 5.6
120 260 9.3
120 261 9.4
120 262 5.3
120 263 7.7
120 264 7.4
120 266 9.5
120 269 8.0
120 271 3.5
120 273 5.2
120 274 2.7
120 276 6.1
120 277 9.0
120 279 5.4
120 280 5.5
120 281 1.2
120 283 7.3
120 285 5.7
120 286 9.8
120 287 9.2
120 289 7.3
120 290 2.8
120 292 1.4
120 294 3.9
120 295 7.3
120 296 1.3
120 298 5.9
120 299 4.0
120 300 8.3
120 303 7.1
120 304 1.4
120 306 5.2
120 308 3.7
120 309 9.3
120 313 1.3
120 315 5.9
120 316 1.3
120 317 1.0
120 318 7.5
120 319 4.5
120 320 7.3
120 321 6.6
120 322 3.6
120 323 9.6
120 324 1.2
120 327 6.4
120 328 4.7
120 329 1.9
120 330 4.7
120 331 9.5
120 332 9.7
120 333 3.1
120 334 7.4
120 336 2.2
120 337 9.9
120 339 1.9
120 340 4.8
120 341 3.2
120 342 5.2
120 343 4.2
120 344 3.2
120 345 9.2
120 347 3.7
120 348 1.4
120 349 3.3
120 351 2.3
120 352 2.8
120 353 5.5
120 355 9.4
120 357 1.8
120 360 5.2
120 361 6.7
120 362 6.1
120 366 7.9
120 369 1.3
120 370 9.8
120 371 9.9
120 374 9.6
120 375 9.5
120 377 4.1
120 378 9.3
120 381 1.6
120 382 3.0
120 384 8.3
120 385 1.4
120 386 6.9
120 389 9.7
120 391 4.6
120 392 3.7
120 393 2.2
120 397 4.7
120 398 9.5
120 400 7.4
120 402 6.3
120 403 6.4
120 404 4.6
120 405 3.1
120 407 3.5
120 409 4.2
120 411 8.6
120 412 1.1
120 413 5.6
120 415 9.2
120 419 1.6
120 421 1.4
120 423 8.3
120 425 9.6
120 426 6.7
120 427 2.4
120 428 9.7
120 432 3.1
120 435 4.2
120 436 2.2
120 437 1.7
120 438 10.0
120 440 5.0
120 443 4.9
120 444 10.0
120 445 7.3
120 446 7.2
120 447 4.3
120 448 3.7
120 450 4.3
120 452 3.4
120 453 2.6
120 455 6.8
120 458 5.5
120 459 7.8
120 461 2.0
120 462 5.3
120 463 6.1
120 464 6.2
120 466 3.4
120 467 2.0
120 468 9.6
120 470 5.9
120 471 3.1
120 472 4.3
120 473 9.7
120 476 5.7
120 477 6.5
120 481 6.4
120 482 7.2
120 484 6.1
120 485 8.3
120 488 1.5
120 489 7.6
120 491 4.1
120 492 2.2
120 493 8.3
120 494 9.1
120 496 8.6
120 497 3.5
120 499 6.3
120 500 1.1
121 8 2.5
121 11 4.4
121 15 3.1
121 17 6.5
121 19 6.7
121 22 5.4
121 31 2.1
121 33 5.6
121 40 6.9
121 45 3.8
121 47 1.3
121 48 8.3
121 49 7.1
121 51 9.5
121 55 6.3
121 56 2.4
121 61 7.9
121 65 3.0
121 74 7.0
121 78 7.1
121 80 7.7
121 83 7.5
121 85 9.5
121 110 8.5
121 114 7.2
121 117 3.4
121 119 3.8
121 122 2.6
121 123 4.9
121 125 6.2
121 127 1.1
121 129 5.3
121 132 3.2
121 133 1.3
121 135 1.1
121 136 3.9
121 137 7.9
121 138 5.5
121 139 9.3
121 140 1.1
121 142 1.2
121 144 6.0
121 145 5.0
121 146 3.0
121 147 5.3
121 148 1.3
121 150 2.9
121 151 2.6
121 152 2.2
121 153 7.0
121 155 5.0
121 156 1.4
121 159 7.7
121 161 5.7
121 165 5.7
121 166 1.7
121 167 1.2
121 172 1.2
121 174 7.5
121 176 8.4
121 179 5.8
121 180 7.8
121 181 4.4
121 182 8.3
121 183 3.0
121 184 1.6
121 185 5.8
121 187 7.9
121 188 1.1
121 190 8.8
121 191 3.9
121 193 2.8
121 195 4.1
121 196 4.2
121 197 5.4
121 198 3.5
121 199 4.1
121 200 7.5
121 204 1.3
121 205 6.3
121 206 8.8
121 208 8.8
121 210 9.9
121 211 7.5
121 215 7.8
121 216 3.4
121 217 2.0
121 218 1.1
121 220 7.2
121 221 1.4
121 222 8.2
121 223 4.4
121 224 6.8
121 226 7.2
121 227 2.3
121 228 3.3
121 229 6.7
121 230 7.7
121 231 6.5
121 232 2.2
121 233 9.6
121 234 9.0
121 235 7.5
121 238 5.4
121 241 3.5
121 242 5.2
121 244 7.6
121 245 9.4
121 248 2.5
121 249 10.0
121 251 9.9
121 252 8.5
121 256 5.7
121 257 7.8
121 258 5.5
121 260 8.1
121 261 7.3
121 262 9.0
121 265 5.6
121 268 5.8
121 273 4.8
121 275 4.8
121 276 2.7
121 277 3.2
121 279 7.6
121 281 7.4
121 283 6.0
121 284 8.4
121 285 5.6
121 288 5.7
121 291 7.2
121 293 2.7
121 294 3.0
121 295 7.4
121 296 4.7
121 298 3.6
121 299 8.8
121 300 7.5
121 303 7.0
121 305 9.7
121 307 6.4
121 308 4.2
121 310 3.3
121 311 2.7
121 312 6.6
121 313 4.9
121 314 1.4
121 316 2.6
121 317 2.2
121 319 6.6
121 320 5.5
121 321 9.4
121 324 4.8
121 325 4.9
121 327 4.3
121 328 1.6
121 330 8.3
121 331 4.7
121 332 4.7
121 333 4.6
121 335 7.5
121 337 4.8
121 339 6.1
121 340 9.6
121 342 1.4
121 343 1.1
121 345 8.1
121 346 8.4
121 347 6.2
121 348 2.3
121 351 5.3
121 352 1.6
121 353 2.9
121 355 7.7
121 356 3.4
121 357 9.8
121 358 3.3
121 360 8.2
121 361 7.8
121 362 5.8
121 364 4.7
121 365 8.5
121 366 8.2
121 367 4.1
121 368 1.8
121 369 3.3
121 370 4.9
121 371 2.1
121 372 5.4
121 375 3.3
121 378 4.0
121 381 5.4
121 382 9.6
121 383 7.3
121 385 3.8
121 386 4.4
121 387 9.1
121 388 2.1
121 390 2.8
121 391 8.9
121 393 8.7
121 394 7.4
121 395 3.1
121 396 6.9
121 398 5.1
121 400 8.8
121 402 8.0
121 403 5.0
121 412 9.9
121 413 8.6
121 415 2.2
121 418 5.0
121 419 8.3
121 421 2.8
121 422 1.7
121 423 7.3
121 424 9.6
121 425 2.7
121 428 7.8
121 429 2.2
121 431 2.8
121 432 1.2
121 433 2.1
121 434 8.9
121 436 5.0
121 441 3.4
121 442 4.6
121 443 3.6
121 444 2.2
121 445 4.7
121 447 5.8
121 448 6.5
121 449 9.4
121 452 1.0
121 453 5.4
121 454 4.9
121 455 1.8
121 457 1.9
121 458 2.8
121 462 6.2
121 463 1.3
121 466 3.6
121 467 2.9
121 470 1.4
121 471 5.0
121 473 6.8
121 475 8.5
121 476 7.2
121 477 9.1
121 479 2.5
121 480 4.8
121 481 2.5
121 482 3.4
121 484 4.8
121 485 5.6
121 486 2.2
121 487 4.7
121 488 9.8
121 490 7.7
121 491 3.2
121 492 1.1
121 494 2.0
121 495 9.6
121 497 7.1
121 498 7.7
121 499 2.3
122 1 5.6
122 6 5.4
122 7 5.4
122 9 3.4
122 10 1.3
122 12 9.8
122 15 1.7
122 21 3.3
122 25 6.1
122 26 7.1
122 27 1.0
122 32 3.2
122 33 9.4
122 35 9.0
122 43 9.6
122 44 8.5
122 50 2.5
122 53 8.3
122 56 4.1
122 57 9.1
122 63 3.5
122 69 4.0
122 71 8.1
122 72 5.6
122 73 2.1
122 76 9.5
122 90 3.6
122 91 2.9
122 96 1.7
122 97 7.2
122 98 6.0
122 106 2.4
122 110 4.2
122 112 3.0
122 113 9.2
122 124 4.7
122 125 3.6
122 126 3.9
122 127 7.3
122 131 7.2
122 132 5.1
122 133 7.0
122 135 7.7
122 136 9.7
122 140 3.1
122 143 4.1
122 145 9.7
122 146 1.1
122 148 1.5
122 151 3.0
122 152 7.7
122 153 2.2
122 155 1.9
122 156 4.2
122 158 9.8
122 162 9.5
122 164 1.2
122 165 6.3
122 166 5.1
122 167 4.4
122 169 8.9
122 176 8.3
122 177 9.4
122 179 3.2
122 180 5.4
122 183 8.2
122 185 2.3
122 186 8.5
122 191 7.2
122 193 2.0
122 194 9.7
122 195 8.1
122 197 4.9
122 200 4.5
122 201 4.7
122 202 9.2
122 203 6.7
122 204 7.8
122 206 3.6
122 207 5.9
122 208 8.9
122 209 6.5
122 211 8.9
122 212 8.4
122 213 4.8
122 214 7.8
122 216 9.5
122 218 6.3
122 219 3.6
122 223 6.3
122 227 9.6
122 228 1.6
122 230 8.8
122 233 1.1
122 234 8.0
122 236 4.2
122 237 8.1
122 238 1.9
122 240 5.2
122 242 1.9
122 244 9.5
122 247 2.3
122 249 3.2
122 250 2.1
122 251 6.8
122 252 3.3
122 255 2.5
122 257 2.4
122 260 3.0
122 264 9.8
122 266 7.3
122 267 9.6
122 268 5.1
122 269 9.3
122 272 8.1
122 275 6.1
122 278 6.5
122 281 7.4
122 282 9.8
122 283 9.9
122 285 8.7
122 286 6.7
122 287 9.7
122 289 5.2
122 293 6.7
122 295 2.4
122 297 7.7
122 301 6.5
122 303 6.9
122 304 8.6
122 306 9.1
122 307 7.1
122 309 2.1
122 310 1.8
122 314 2.0
122 315 8.6
122 317 6.5
122 319 6.2
122 320 8.4
122 321 9.7
122 322 1.5
122 323 8.9
122 325 8.7
122 327 8.0
122 329 2.3
122 330 1.9
122 333 8.0
122 335 1.6
122 336 7.5
122 337 4.2
122 338 6.4
122 340 9.5
122 341 3.6
122 342 3.5
122 344 1.0
122 350 9.2
122 351 3.1
122 352 9.4
122 353 3.2
122 354 3.5
122 356 8.0
122 357 1.5
122 358 8.6
122 359 5.2
122 363 2.9
122 365 3.7
122 366 2.7
122 367 1.6
122 368 2.0
122 370 4.6
122 373 2.6
122 375 5.0
122 376 1.9
122 377 5.2
122 378 5.3
122 379 4.7
122 380 7.8
122 381 3.1
122 383 6.1
122 384 3.1
122 387 5.3
122 389 5.2
122 390 2.1
122 391 3.9
122 392 4.7
122 394 6.9
122 396 1.6
122 397 3.1
122 398 3.9
122 399 9.6
122 400 3.7
122 401 6.2
122 402 9.8
122 406 9.3
122 407 5.2
122 408 5.7
122 409 3.2
122 410 9.7
122 411 2.2
122 412 7.2
122 413 8.2
122 414 6.5
122 417 9.2
122 418 3.5
122 419 8.4
122 420 7.4
122 422 6.5
122 423 8.5
122 426 2.7
122 427 5.2
122 432 5.5
122 433 2.5
122 434 4.8
122 435 4.4
122 436 2.9
122 437 4.4
122 438 2.1
122 440 2.1
122 441 4.5
122 443 1.7
122 445 4.2
122 447 3.6
122 449 6.8
122 452 2.9
122 453 9.5
122 455 4.3
122 456 8.2
122 457 2.9
122 458 3.3
122 465 2.3
122 466 3.6
122 468 5.5
122 469 9.6
122 472 7.6
122 473 6.0
122 474 9.6
122 475 6.1
122 476 3.0
122 479 5.9
122 480 6.6
122 481 3.8
122 482 2.3
122 483 2.4
122 485 8.8
122 487 3.6
122 488 4.8
122 490 1.4
122 491 3.4
122 492 6.0
122 495 4.7
122 499 4.4
122 500 8.5
123 2 3.3
123 7 3.5
123 11 6.2
123 19 5.1
123 21 8.4
123 24 8.0
123 25 4.0
123 45 1.7
123 46 4.5
123 51 1.8
123 59 2.0
123 63 8.8
123 67 8.9
123 72 4.9
123 74 7.7
123 85 3.1
123 86 5.7
123 87 2.6
123 91 4.1
123 93 9.5
123 95 1.6
123 97 1.5
123 99 7.2
123 100 6.5
123 108 10.0
123 110 2.5
123 114 9.6
123 124 6.8
123 125 9.4
123 126 8.8
123 127 3.1
123 128 2.3
123 129 3.0
123 130 8.1
123 133 2.1
123 135 6.3
123 138 7.2
123 140 5.9
123 146 9.4
123 147 7.7
123 148 2.7
123 149 6.0
123 150 7.1
123 151 1.5
123 152 9.0
123 153 1.9
123 154 1.9
123 157 2.1
123 158 1.4
123 163 6.5
123 165 4.2
123 168 8.0
123 169 2.9
123 170 5.0
123 171 1.1
123 172 1.7
123 174 1.9
123 177 9.2
123 179 7.0
123 181 1.2
123 183 4.6
123 185 1.5
123 188 3.6
123 189 4.5
123 190 4.0
123 191 7.2
123 193 7.2
123 194 7.7
123 196 4.3
123 197 3.5
123 198 5.8
123 201 2.7
123 202 2.5
123 205 10.0
123 207 4.8
123 208 9.7
123 210 8.1
123 211 9.7
123 212 3.8
123 213 8.8
123 214 1.6
123 215 5.6
123 219 4.7
123 220 1.8
123 224 2.8
123 225 1.5
123 226 5.9
123 229 2.9
123 231 2.8
123 233 6.1
123 235 3.7
123 237 9.6
123 238 6.5
123 239 7.0
123 240 6.9
123 241 9.2
123 242 2.2
123 243 8.7
123 244 1.3
123 245 7.7
123 247 8.5
123 248 4.7
123 249 9.0
123 250 6.0
123 251 3.5
123 252 6.5
123 253 6.6
123 254 3.2
123 255 3.5
123 256 9.0
123 262 4.0
123 263 2.0
123 264 8.8
123 265 9.5
123 266 7.6
123 267 1.3
123 268 1.1
123 269 7.4
123 270 4.7
123 272 7.3
123 273 8.9
123 274 8.6
123 278 6.9
123 279 3.0
123 280 8.5
123 281 1.1
123 282 9.1
123 283 8.4
123 284 6.9
123 285 6.0
123 291 5.6
123 293 7.1
123 294 9.1
123 295 2.8
123 297 5.1
123 298 4.5
123 299 4.8
123 300 3.7
123 301 8.0
123 302 1.6
123 303 1.5
123 304 5.7
123 305 9.6
123 306 4.6
123 307 6.9
123 308 4.7
123 309 8.1
123 312 8.1
123 313 3.3
123 317 6.9
123 319 8.0
123 321 9.2
123 322 6.3
123 324 6.4
123 327 3.0
123 328 1.5
123 330 6.9
123 331 5.6
123 334 5.3
123 338 7.9
123 339 6.4
123 340 9.9
123 341 5.0
123 342 1.7
123 343 3.3
123 347 6.1
123 348 6.5
123 350 9.2
123 351 4.0
123 352 5.0
123 354 9.9
123 356 8.2
123 357 9.4
123 358 5.4
123 363 4.8
123 364 9.3
123 367 7.2
123 368 9.9
123 369 9.0
123 372 3.2
123 374 2.8
123 375 8.4
123 376 6.2
123 377 7.3
123 378 4.1
123 380 5.7
123 381 5.1
123 382 9.1
123 383 5.6
123 386 8.9
123 387 3.3
123 388 8.1
123 389 7.5
123 391 2.3
123 393 5.6
123 395 9.0
123 396 9.2
123 397 7.6
123 399 4.6
123 400 7.4
123 401 1.2
123 404 5.0
123 405 8.8
123 406 2.7
123 409 1.6
123 410 9.3
123 411 5.8
123 414 2.2
123 416 9.1
123 417 7.5
123 420 3.9
123 422 3.7
123 423 4.3
123 426 6.4
123 427 7.0
123 429 3.8
123 430 9.4
123 432 7.8
123 433 3.0
123 434 5.8
123 438 4.4
123 439 2.6
123 442 1.4
123 444 3.2
123 445 8.9
123 446 2.9
123 447 6.0
123 448 3.3
123 449 2.9
123 453 2.7
123 459 5.3
123 460 7.6
123 461 9.8
123 462 7.2
123 463 9.2
123 464 4.1
123 465 1.3
123 466 4.8
123 472 2.3
123 473 3.4
123 474 6.7
123 475 8.3
123 477 2.0
123 478 4.8
123 480 5.5
123 481 2.2
123 482 3.6
123 483 10.0
123 485 2.1
123 486 3.5
123 488 2.5
123 489 3.2
123 491 8.8
123 493 8.8
123 494 6.9
123 495 8.8
123 498 2.9
123 499 7.8
123 500 3.2
124 12 8.2
124 16 7.8
124 19 4.9
124 23 9.2
124 29 8.0
124 32 4.2
124 39 9.5
124 41 8.3
124 51 4.0
124 53 10.0
124 59 6.6
124 63 4.6
124 75 3.1
124 76 3.3
124 79 5.1
124 81 1.2
124 84 5.5
124 85 5.2
124 86 6.9
124 91 9.8
124 100 5.1
124 105 6.8
124 111 5.9
124 114 9.6
124 116 2.2
124 118 2.3
124 119 2.6
124 120 5.2
124 121 5.1
124 125 6.9
124 126 5.1
124 128 3.9
124 134 9.1
124 137 6.2
124 138 9.0
124 139 4.2
124 140 6.1
124 142 1.4
124 143 6.7
124 144 1.5
124 146 9.5
124 147 1.7
124 150 7.8
124 153 2.7
124 155 3.9
124 158 3.1
124 159 5.0
124 160 1.2
124 161 4.1
124 162 9.8
124 163 3.9
124 164 4.0
124 167 6.4
124 169 9.8
124 171 9.3
124 172 7.5
124 173 4.9
124 175 8.1
124 177 2.2
124 178 9.9
124 179 9.3
124 180 2.8
124 181 2.1
124 183 8.4
124 185 2.6
124 187 4.4
124 191 9.7
124 193 7.9
124 194 7.5
124 196 5.8
124 200 5.8
124 210 8.8
124 211 2.1
124 212 3.0
124 215 8.8
124 216 1.1
124 217 6.2
124 218 2.9
124 221 6.6
124 223 7.1
124 227 6.9
124 228 3.9
124 232 2.7
124 233 9.3
124 235 3.5
124 236 4.8
124 240 9.2
124 241 8.6
124 244 7.5
124 245 4.2
124 246 7.5
124 250 9.6
124 251 9.6
124 252 3.0
124 253 8.0
124 254 8.2
124 256 1.3
124 258 7.1
124 259 1.6
124 260 1.8
124 261 5.4
124 263 7.9
124 264 6.6
124 265 2.4
124 266 8.5
124 267 8.6
124 268 4.5
124 270 4.4
124 271 6.4
124 275 7.8
124 276 9.8
124 277 2.1
124 278 8.1
124 279 4.3
124 280 9.0
124 282 5.9
124 285 6.5
124 286 7.7
124 287 2.2
124 288 8.1
124 289 8.1
124 291 1.8
124 292 6.2
124 293 7.3
124 294 5.3
124 298 8.0
124 299 2.5
124 300 7.7
124 301 1.4
124 302 1.7
124 303 8.3
124 305 9.5
124 306 7.4
124 307 8.5
124 308 8.8
124 309 3.2
124 310 4.1
124 311 3.3
124 314 3.4
124 317 4.9
124 318 4.4
124 320 4.9
124 321 9.9
124 322 8.7
124 323 4.5
124 324 4.1
124 326 1.8
124 327 4.4
124 328 5.3
124 329 8.5
124 330 3.8
124 331 5.9
124 332 3.0
124 336 1.4
124 337 6.7
124 342 8.3
124 347 3.7
124 348 8.4
124 351 6.3
124 355 5.4
124 356 1.2
124 357 7.3
124 358 9.9
124 360 4.0
124 361 7.9
124 362 4.3
124 363 2.6
124 364 2.7
124 365 9.1
124 367 2.6
124 368 2.3
124 369 8.2
124 374 1.4
124 375 8.3
124 378 4.7
124 380 2.6
124 381 7.9
124 382 1.6
124 383 6.7
124 385 8.2
124 389 5.0
124 392 2.3
124 393 6.4
124 394 1.0
124 396 3.3
124 397 8.2
124 398 3.1
124 399 8.4
124 402 10.0
124 403 6.9
124 404 9.3
124 405 8.6
124 407 4.3
124 409 6.6
124 413 7.1
124 415 3.1
124 417 6.8
124 419 2.3
124 422 2.2
124 423 3.1
124 428 4.9
124 431 10.0
124 432 3.6
124 433 2.1
124 434 5.4
124 435 5.4
124 436 1.7
124 439 8.1
124 440 6.9
124 441 2.2
124 442 5.7
124 443 2.7
124 446 9.8
124 447 7.3
124 448 2.9
124 451 2.1
124 452 1.9
124 455 5.3
124 456 8.0
124 457 8.8
124 458 2.0
124 460 8.7
124 465 2.7
124 467 4.3
124 469 8.9
124 471 5.2
124 472 6.3
124 473 1.0
124 474 2.6
124 476 8.6
124 479 8.4
124 480 2.9
124 481 1.8
124 483 1.2
124 484 4.5
124 485 2.7
124 486 9.0
124 487 6.7
124 488 1.4
124 490 1.5
124 491 7.2
124 493 3.4
124 494 7.4
124 496 9.1
124 497 6.3
124 498 3.6
124 499 9.6
125 1 8.6
125 2 1.7
125 9 1.1
125 13 3.7
125 20 9.3
125 29 4.7
125 43 8.9
125 52 2.9
125 65 10.0
125 67 6.6
125 72 4.0
125 74 5.9
125 83 4.4
125 88 5.6
125 92 5.0
125 93 8.3
125 96 1.1
125 102 8.3
125 105 8.1
125 106 5.2
125 116 2.9
125 126 9.0
125 127 3.8
125 128 9.1
125 133 4.3
125 135 6.0
125 136 2.0
125 138 2.8
125 139 8.5
125 140 6.6
125 142 3.6
125 143 1.6
125 144 8.4
125 148 6.8
125 149 8.0
125 151 8.3
125 152 5.7
125 155 9.9
125 156 2.6
125 158 8.0
125 159 4.4
125 160 3.2
125 162 2.2
125 163 6.0
125 166 5.3
125 167 8.1
125 169 2.2
125 170 5.6
125 172 3.2
125 174 4.6
125 177 3.2
125 178 1.9
125 180 7.0
125 182 7.6
125 184 9.9
125 185 8.4
125 188 4.4
125 189 5.0
125 190 3.3
125 191 6.2
125 192 7.1
125 195 6.4
125 196 2.8
125 198 9.9
125 200 2.6
125 202 8.2
125 203 5.1
125 205 3.0
125 206 1.2
125 207 8.4
125 208 3.4
125 210 2.6
125 211 5.8
125 212 2.0
125 213 1.0
125 214 4.0
125 216 1.3
125 217 3.5
125 218 3.3
125 219 1.5
125 222 3.2
125 223 5.6
125 225 3.8
125 228 4.4
125 232 6.4
125 234 3.0
125 235 4.6
125 237 3.1
125 238 9.4
125 239 8.6
125 240 6.6
125 241 4.0
125 243 8.7
125 244 8.9
125 247 10.0
125 250 9.5
125 252 5.9
125 253 9.2
125 254 5.4
125 258 5.3
125 260 8.7
125 264 1.9
125 265 8.4
125 266 5.5
125 267 4.4
125 270 7.4
125 271 8.5
125 273 7.4
125 275 1.2
125 277 4.3
125 278 1.5
125 284 3.7
125 290 1.0
125 292 3.9
125 293 4.0
125 294 3.5
125 295 1.8
125 296 8.3
125 300 5.6
125 301 5.5
125 305 4.7
125 307 5.8
125 308 7.3
125 309 5.6
125 311 7.6
125 314 7.8
125 315 5.4
125 316 5.2
125 325 6.2
125 327 6.4
125 329 8.6
125 330 4.3
125 332 9.3
125 335 8.6
125 336 5.9
125 337 8.3
125 338 1.4
125 339 4.6
125 340 4.0
125 341 5.0
125 343 5.1
125 344 6.1
125 346 5.5
125 347 1.6
125 349 7.7
125 351 1.3
125 352 1.9
125 354 8.9
125 355 8.9
125 356 5.4
125 358 8.7
125 359 7.2
125 365 1.3
125 367 3.2
125 368 5.1
125 369 2.4
125 370 3.6
125 371 5.0
125 373 4.6
125 374 5.1
125 378 9.3
125 379 1.3
125 380 6.4
125 383 8.6
125 384 3.2
125 386 9.3
125 387 5.2
125 388 7.5
125 390 9.4
125 391 8.1
125 396 3.0
125 397 9.7
125 398 6.3
125 400 4.9
125 401 5.9
125 402 7.3
125 404 5.7
125 406 3.6
125 409 4.3
125 414 8.6
125 415 2.0
125 416 3.8
125 417 1.7
125 418 2.9
125 419 3.8
125 421 9.8
125 423 9.5
125 424 1.6
125 426 5.9
125 427 8.0
125 428 2.6
125 429 3.5
125 430 2.7
125 431 3.1
125 435 9.6
125 437 6.3
125 439 6.2
125 442 2.3
125 444 1.1
125 445 6.3
125 446 6.0
125 447 3.7
125 448 5.9
125 449 4.6
125 451 6.7
125 452 2.8
125 453 4.9
125 454 3.5
125 458 2.7
125 459 4.6
125 461 6.7
125 463 5.8
125 465 4.4
125 466 2.8
125 467 3.7
125 468 7.0
125 469 5.5
125 471 9.9
125 472 3.6
125 473 9.6
125 474 6.4
125 476 6.2
125 477 4.0
125 479 2.4
125 480 3.5
125 484 6.4
125 485 7.3
125 486 5.0
125 487 1.2
125 490 9.1
125 492 1.7
125 493 7.3
125 494 2.6
125 495 1.4
125 497 2.7
125 498 3.8
125 499 8.0
125 500 3.6
126 2 5.9
126 5 5.3
126 11 5.8
126 13 5.5
126 16 4.2
126 17 9.0
126 20 2.5
126 32 2.5
126 36 9.7
126 37 8.5
126 38 9.4
126 40 8.2
126 41 3.0
126 54 6.5
126 56 2.6
126 68 1.8
126 71 6.0
126 85 7.5
126 86 2.2
126 90 8.5
126 96 9.5
126 109 9.7
126 111 6.2
126 113 5.6
126 115 8.8
126 121 2.3
126 127 2.4
126 128 6.1
126 130 4.0
126 132 1.4
126 133 4.8
126 134 8.3
126 135 1.4
126 136 1.8
126 138 1.7
126 141 6.0
126 142 2.8
126 144 3.7
126 145 6.7
126 149 9.4
126 151 1.7
126 152 3.7
126 153 3.5
126 154 8.5
126 155 8.5
126 159 8.5
126 160 7.2
126 162 6.3
126 164 8.6
126 167 4.0
126 168 4.2
126 170 8.7
126 171 8.6
126 172 7.7
126 173 1.6
126 174 2.2
126 175 8.4
126 176 1.3
126 178 1.6
126 179 2.6
126 184 4.2
126 186 5.5
126 187 9.9
126 191 7.8
126 192 9.3
126 193 7.0
126 194 1.8
126 195 9.8
126 196 6.3
126 198 3.8
126 199 6.0
126 201 9.1
126 202 2.5
126 203 4.7
126 205 1.3
126 206 8.6
126 209 8.7
126 210 2.1
126 211 8.4
126 213 1.4
126 214 6.3
126 215 3.2
126 216 4.6
126 217 5.4
126 218 6.6
126 220 6.1
126 222 4.8
126 223 6.6
126 224 7.6
126 227 7.9
126 228 1.3
